Name,Birth,Death,nationality_1,nationality_2,dates_in_paris,Schools Attended,Exhibitions,Contacts,Government Grant,Notes,Tags,Image,address,lon,lat
"Reyes, Carlos",NA,NA,Colombia,,?-1933,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA
"Riccio, Ernesto",1877,1954,Argentina,,-1927,NA,NA,NA,NA,NA,Argentina,NA,NA,NA,NA
"Rivello, Carmelo",1901,1944,Uruguay,,1926-,NA,NA,NA,yes,NA,Uruguay,NA,NA,NA,NA
"Rivera, Diego",1886,1957,Mexico,,1909-1910; 1911-1919 (1907-1921 in Europe),Free Académies of Montparnasse,"1910, 1912, 1913 Salon des Indépendants<br /> 1911, 1912 Salon d'Automne<br /> 1913 (Jan. 13) IVe Exposition du 'Groupe Libre' Galerie Bernheim-Jeune & Cie<br /> 1914 (Apr. 21-May 6) Exposition Particulière de Peintures, Aquarelles et Dessins par M. Diego H. Rivera [sic.], Galerie Berthe Weill<br /> 1918 (Oct. 28-Nov. 19) Exposition de Peinture, Aquarelles et Dessins de Eugene Corneau, André Favory, Gabriel Fournier, André Lhote et Diego Rivera, Sculptures de Paul Cornet et Adam Fischer, Galerie Eugène Blot<br /> 1920 (Oct. 26-Nov. 15) Exposició d'art francés d'avantguarda, Galerie Dalmau, Barcelona, (preface by Maurice Raynal)<br />  1930 (Apr. 11-24) Première exposition du groupe latino-americain de Paris, Galerie Zak (not in Paris at the time)",Elie Faure,yes,NA,"Mexico, Salon des Indépendants, Salon d'Automne, 1930 Exposition du Groupe Latino-Americain, Galerie Zak, Galerie Bernheim-Jeune",NA,"52, avenue du Maine (1911-12)",2.3214319,48.8405057
"Rivera, Diego",1886,1957,Mexico,,1909-1910; 1911-1919 (1907-1921 in Europe),Free Académies of Montparnasse,"1910, 1912, 1913 Salon des Indépendants<br /> 1911, 1912 Salon d'Automne<br /> 1913 (Jan. 13) IVe Exposition du 'Groupe Libre' Galerie Bernheim-Jeune & Cie<br /> 1914 (Apr. 21-May 6) Exposition Particulière de Peintures, Aquarelles et Dessins par M. Diego H. Rivera [sic.], Galerie Berthe Weill<br /> 1918 (Oct. 28-Nov. 19) Exposition de Peinture, Aquarelles et Dessins de Eugene Corneau, André Favory, Gabriel Fournier, André Lhote et Diego Rivera, Sculptures de Paul Cornet et Adam Fischer, Galerie Eugène Blot<br /> 1920 (Oct. 26-Nov. 15) Exposició d'art francés d'avantguarda, Galerie Dalmau, Barcelona, (preface by Maurice Raynal)<br />  1930 (Apr. 11-24) Première exposition du groupe latino-americain de Paris, Galerie Zak (not in Paris at the time)",Elie Faure,yes,NA,"Mexico, Salon des Indépendants, Salon d'Automne, 1930 Exposition du Groupe Latino-Americain, Galerie Zak, Galerie Bernheim-Jeune",NA,"26, rue du Départ (1912-1919)",2.3224334,48.8418866
"Riverón, Enrique",1902,1998,Cuba,,1925 (late)-1927,"Académie de la Grand Chaumière, Académie Colarossi",1926 (Jun.) Association Paris-Amérique Latine,NA,"yes to Madrid, Paris",NA,"Cuba, Académie Colarossi",NA,Hôtel du Maine,2.3231793,48.8353843
Roberto Henao y Quintero,NA,NA,Colombia,,c. 1930,"Bouchard, Landowski","1930 (Apr. 30-Jun. 30) Salon de la société des Artistes Français (Nu de Femme, bronze statuette, Tête, baked clay)",NA,NA,sculptor,"Colombia, Salon des Artistes Français",NA,"30, rue Racine",2.33927,48.8499
"Rodig, Laura",1901,1972,Chile,,ca.1928- 1930,Académie André Lhote,"1928 Salon d'Automne (La fontaine et ses femmes)<br /> 1930 (Apr. 11-24) Première exposition du groupe latino-americain de Paris Galerie Zak<br /> 1930, 1931 Salon des Tuileries",NA,NA,sculptor,"Salon des Artistes Français, Galerie Zak, Académie André Lhote",NA,"11, boulevard de Port-Royal",2.3496385,48.8367842
"Rodríguez Lozano, Manuel",1896,1971,Mexico,,NA,Académie André Lhote 1925,1925 (Jan.) individual exhibition,NA,NA,have letter from Lhote Archive,"Mexico, Académie André Lhote",NA,NA,NA,NA
"Rodríguez Naranjo, Oscar",1907,2006,Colombia,,ca. 1929,NA,NA,NA,NA,NA,Colombia,NA,NA,NA,NA
"Román, Samuel",1907,1990,Chile,,1925 visited Exposition internationale des arts décoratifs et industriels modernes; 1937-1943 studied in Berlin (only visited Paris),NA,NA,Zadkine,NA,sculptor,Chile,NA,NA,NA,NA
"Rozo, Rómulo",1899,1964,Colombia,,1925-1931,Ecole des beaux-arts (1925-1926); Académie Julian (1926-30); Académie Colarossi (1926-28); Académie de la Grande Chaumière (1926-28); Victorio Macho,"1925 Exposition internationale des arts décoratifs et industriels modernes (silver medal for Un heurtoir en bronze patiné vieil argent, now in Museo Nacional, Bogotá, exhibited in Spanish section)<br /> 1926 Salon d'Automne<br /> 1926 Société Nationale des Beaux-Arts<br /> 1927 Exposition de beaux-arts, Salle des Fétes de Deauville<br /> 1927, 1928 Salon des Indépendants<br />  1927 mural painting in Palais d'art Décoratif, Paris<br /> 1927 Société des Artistes Français (Cecilia y Biatrix, marble group<br /> Chien, bronze)<br /> 1928 Société des Artistes Français (Un serpant scare, granite, 2)<br /> 1928 (Jun 14-25) Exposition Rómulo Rozo au Cercle Paris-Amérique Latine (received honorable mention for Dos serpientes sagradas)<br /> 1928 Salon des Artistas Français<br /> 1929 Société des Arts, Letres et Sciences de París (honorable mention)<br /> 1930 Galerie Santiago<br /> 1930 (Apr. 11-24) Première exposition du groupe latino-americain de Paris, Galerie Zak<br /> 1931 (Jan. 20-30) Galerie L'Epoque<br /> 1931 Société Nationale des Beaux-Arts
",Bourdelle,NA,"sculptor; member of La horde and Société des Arts-Lettres-Sciences and Société des Artistes Indépendants, Paris; Musée du Luxembourg acquires sculpture in 1928","1930 Exposition du Groupe Latino-Americain, Salon des Indépendants, Salon d'Automne, Colombia, Académie de la Grande Chaumière, Salon des Artistes Français, Société Nationale des Beaux Arts, 1925 Exposition Internationale des Arts Décoratifs et Industriels Modernes, Galerie Zak, Académie Julian, Académie Colarossi",NA,"12, rue de la Harpe Ve",2.3445201,48.8527385
"Rozo, Rómulo",1899,1964,Colombia,,1925-1931,Ecole des beaux-arts (1925-1926); Académie Julian (1926-30); Académie Colarossi (1926-28); Académie de la Grande Chaumière (1926-28); Victorio Macho,"1925 Exposition internationale des arts décoratifs et industriels modernes (silver medal for Un heurtoir en bronze patiné vieil argent, now in Museo Nacional, Bogotá, exhibited in Spanish section)<br /> 1926 Salon d'Automne<br /> 1926 Société Nationale des Beaux-Arts<br /> 1927 Exposition de beaux-arts, Salle des Fétes de Deauville<br /> 1927, 1928 Salon des Indépendants<br />  1927 mural painting in Palais d'art Décoratif, Paris<br /> 1927 Société des Artistes Français (Cecilia y Biatrix, marble group<br /> Chien, bronze)<br /> 1928 Société des Artistes Français (Un serpant scare, granite, 2)<br /> 1928 (Jun 14-25) Exposition Rómulo Rozo au Cercle Paris-Amérique Latine (received honorable mention for Dos serpientes sagradas)<br /> 1928 Salon des Artistas Français<br /> 1929 Société des Arts, Letres et Sciences de París (honorable mention)<br /> 1930 Galerie Santiago<br /> 1930 (Apr. 11-24) Première exposition du groupe latino-americain de Paris, Galerie Zak<br /> 1931 (Jan. 20-30) Galerie L'Epoque<br /> 1931 Société Nationale des Beaux-Arts
",Bourdelle,NA,"sculptor; member of La horde and Société des Arts-Lettres-Sciences and Société des Artistes Indépendants, Paris; Musée du Luxembourg acquires sculpture in 1928","1930 Exposition du Groupe Latino-Americain, Salon des Indépendants, Salon d'Automne, Colombia, Académie de la Grande Chaumière, Salon des Artistes Français, Société Nationale des Beaux Arts, 1925 Exposition Internationale des Arts Décoratifs et Industriels Modernes, Galerie Zak, Académie Julian, Académie Colarossi",NA,"24, rue Emile-Zola (1928)",4.8323239,45.7585822
"Ruiz, Guillermo",1894,1965,Mexico,,1924-1927,José de Creeft,NA,NA,NA,Sculptor,Mexico,NA,NA,NA,NA
"Sabas, Alberto",NA,NA,Cuba,,ca. 1927-1928,NA,"1927 Salon d'Automne<br /> 1928 (Jan. 15) Exposición de Pinturas, Esculturas y Grabados de Andrés Nogueira, Domingo Ravenet y Alberto Sabas Asociación Paris-Amérique-Latine, París (sponsored by the Ambassador of Cuba in France, Carlos Manuel de Céspedes, introduction by Ramón Gómez de la Serna)",NA,NA,NA,"Salon d'Automne, Cuba",NA,"64, avenue du Maine",2.3216734,48.8400966
"Saco, Carmen",1882,1948,Peru,,ca. 1926,NA,1926 Salon d'Automne<br /> 1926 (Jul.) Cercle Paris-Amérique-Latine<br /> 1926 Salón du France Musée Galliera organized by Paris Midi newspaper,NA,NA,sculptor,"Peru, female, Salon d'Automne",NA,"26, faubourg St.-Jacques",2.3384571,48.8373241
"Salas, Tito",1887,1974,Venezuela,,1919-1920 (3rd trip),NA,NA,NA,NA,Legion of Honor 1932,"Venezuela, Legion of Honor",NA,NA,NA,NA
"Salazar, Toño",1897,1986,El Salvador,,1921-1930; 1932-1935,NA,1925 Salon de la Caricature (orgainzed by Andre Salmon and Gus Boffa),"Kisling, Foujita, García Calderon",NA,Caricaturist; lived in Montparnasse,El Salvador,NA,NA,NA,NA
"Samper,  Adolfo",1900,1989,Colombia,,1928-1929,"Académie de la Grande Chaumière, Académie Colarossi, Académie Julian",NA,NA,yes for 2000 pesos for 1 year,mostly a caricaturist; felt isolated by the language in Paris so he went to Spain,"Colombia, Académie de la Grande Chaumière, Académie Julian, Académie Colarossi, Ecole National des Beaux Arts",NA,NA,NA,NA
"Samson, Flexor",1907,1971,Brazil,,1924-after WWII,"Ecole National des Beaux Arts, Sorbonne (art history) 1924, Académie Ranson 1926 with Bissière-mural painting, Académie André Lhote","1927 (Apr. 22) Galerie Campagne Première (drawings and guaches)<br /> 1927, 1929, 1930 Salon d'Automne<br /> 1928 (Mar. 9) Galerie Jeune Peinture<br /> 1929 Galerie Le Cadre, Brussels<br /> 1929 (Dec. 6) Galerie Jeune Peinture<br /> 1929, 1936, 1938 Salon des Tuilleries<br /> 1929 Salon des Indépendants<br /> 1930 (May 2) Galerie Georges Dupuis<br /> 1932, 1934, 1935, 1937, 1938 Salon des Echanges<br /> 1933 (May 18) Galerie Jeune Peinture (preface André Salmon)<br /> 1935 (Mar. 3) Galerie A. Barreiro<br /> 1935 Galerie d'Art Jack, Nevers (group show)<br /> 1937 (May 3) Galerie La Fenêtre Ouverte<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne, Pavillon d'Art Francias<br /> 1937, 1939 Galerie Bernheim Jeune, exposition of those selected for the Paul Guillaume Prize<br /> 1938 Maison de la Culture<br /> 1938 XXVI Exposition du Groupe d'Emulation Artistique du Nivernais, Nevers<br /> 1939 (May 16) Galerie Carmine<br /> 1940 Salon des Artistes Bas-Normands, XV Normandie",NA,NA,NA,"Brazil, Salon des Indépendants, Salon d'Automne, 1937 Exposition Internationale des Arts et Techniques dans la Vie Moderne, Académie André Lhote, Académie Ranson, Ecole National des Beaux Arts",NA,"rue Croulebarbe, Rive Gauche (1929)",2.3508998,48.8326179
"Sánchez Araujo, Antonio",1887,1946,Cuba,,NA,NA,NA,NA,NA,NA,Cuba,NA,NA,NA,NA
"Sangroniz, Luis Alberto de",1896,NA,Chile,,ca. 1922-1924,NA,"1922 Salon d'Automne<br /> 1923 Maison de L'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1924 Salon des Artistes Français",NA,NA,NA,"Chile, Salon d'Automne, 1924 Exposition d'Art Américain-Latin, Salon des Artistes Français",NA,"12, rue Washington",2.3019978,48.8724371
"Sangroniz, Luis Alberto de",1896,NA,Chile,,ca. 1922-1924,NA,"1922 Salon d'Automne<br /> 1923 Maison de L'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1924 Salon des Artistes Français",NA,NA,NA,"Chile, Salon d'Automne, 1924 Exposition d'Art Américain-Latin, Salon des Artistes Français",NA,"11, bis, rue de Magdebourg (XVIe)",2.2890433,48.8644141
"Santamaria, Andrés de",1860,1945,Colombia,,"Lived in Brussels between the wars, but sometimes sent paintings to Paris",NA,1923 Salon d'Automne<br /> 1928 Salon des Tuileries<br /> 1930 (Apr. 30-Jun. 30) Salon de la société des Artistes Français<br /> 1930 Société Nationale des Beaux-Arts,NA,NA,NA,"Colombia, Salon d'Automne, Salon des Tuileries, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,"14, rue Georges-Ville",2.2895601,48.8703468
"Santiago, Haïdea",1896,1890,Brazil,,NA,NA,1930 Société Nationale des Beaux-Arts<br /> 1931 Salon des Artistes Français,NA,NA,NA,"Brazil, female, Salon des Artistes Français, Société Nationale des Beaux Arts",NA,NA,NA,NA
"Santiago, Manoel",1897,1987,Brazil,,ca. 1928,"Académie André Lhote, M. Billoul",1930 Société des Artistes Français (Portrait de Mme H.S. (illustrated p. 114),NA,NA,NA,"Brazil, Salon des Artistes Français, Académie André Lhote",NA,"11, rue Schoelcher",2.3305368,48.8357142
"Saubidet, Tito",1891,1955,Argentina,,ca. 1928,NA,1923 Inaugural exhibition at the Maison de l'Amérique Latine ?<br /> 1927 (Jun. ?) Exposition de Peintres et Sculpteurs Argentins L'Association Paris-Amérique Latine,NA,NA,Did fresco of Argentine countryside for a caberet,Argentina,NA,NA,NA,NA
"Segura, Jean-José",1901,1964,Mexico,,ca. 1927,NA,1927 Salon des Indépendants,NA,NA,"llisted in Dictionnaire Biographique des Artistes Contemporains, 1910-1930; more of a reputation in New York and Mexico","Mexico, Salon des Indépendants",NA,NA,NA,NA
"Seoane, Jorge",NA,NA,Peru,,NA,NA,NA,NA,NA,NA,Peru,NA,NA,NA,NA
Sérvulo Gutiérrez (1914-1961),1914,1961,Peru,,1938-1939,NA,NA,NA,NA,NA,Peru,NA,NA,NA,NA
"Sicre, Juan José",1898,1974,Cuba,,1922-1927,Académie de la Grande Chaumière (1923); José de Creft (1925),"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1926 Societé París-Amerique Latine",Antoine Bourdelle,yes,sculptor; Cogniat wrote reviews of 1926 show,"Cuba, 1924 Exposition d'Art Américain-Latin, Académie de la Grande Chaumière",NA,"64, avenue du Maine, Paris (XIVe), shared studio with Juan José Sicre",2.3216734,48.8400966
"Silva Bruhns, Ivan da",1881 (Born in Paris to Brazilian parents),1980,Brazil,,1881-1980,NA,"1925 Exposition internationale des arts décoratifs et industriels modernes (tapestry)<br /> 1926, 1927 Salon d'Automne 1911-1923 Salon des Indépendants<br /> Société Nationale des Beaux-Arts<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne",NA,NA,"Decorative Arts: tapistry; 1925 opens gallery on 9, rue d'Odéon, 1930 it moves to 79 rue du Faubourg Saint-Honoré","Brazil, 1925 Exposition Internationale des Arts Décoratifs et Industriels Modernes",NA,"21, boulevard du Chateau, Neuilly",2.2674986,48.8895358
"Siqueiros, David Alfaro",1896,1974,Mexico,,1919,NA,NA,NA,NA,Visit to Rivera,Mexico,NA,NA,NA,NA
"Spilimbergo, Lino",1896,1964,Argentina,,1926-1928; 1937,Académie André Lhote,"1926 (Apr.) Exposition d'art argentin, Jeu de Paume (organized by the Universidad de La Plata)<br /> 1937 Exposition internationale des arts et techniques dans la vie moderne (decorated one room of Argentine Pavilion<br /> grand prize for Figura)",NA,NA,Grupo de Paris,"Argentina, 1937 Exposition Internationale des Arts et Techniques dans la Vie Moderne, Académie André Lhote",NA,"7, rue Daguerre",2.3307093,48.8334947
"Terry, José Antonio",1878,1954,Argentina,,1904-1910,L’Ecole Nationale et Spéciale des Beaux-Arts with Léon Bonnat,"1924 (Apr. 28) Hôtel M. Jean Charpentier, rue du Faubourg-Saint-Honoré, (painting La Enana Chepa et sac ruche was acquired for the Musée du Luxembourg)<br /> 1925 Galerie Reitlinger<br /> 1926 (Apr.) Exposition d'art argentin, Jeu de Paume (organized by the Universidad de La Plata)<br /> 1927 Galerie Reitlinger<br /> 1925 and 1928 La Tisseuse appeared at the Musée Universel des Sourdes-muets<br /> 1929 (Jun. 1-15) Galerie Georges Petit",NA,NA,deaf artist,"Argentina, Ecole National des Beaux Arts",NA,NA,NA,NA
"Thomson Ortiz, Manuel",1875,1953,Chile,,1924,NA,"1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1927, 1930 Salon des Artistes Français",NA,NA,NA,"Chile, 1924 Exposition d'Art Américain-Latin, Salon des Artistes Français",NA,"41, rue Denfert-Rochereau (Ve)",2.246855,48.8430256
"Tobón Mejía, Marco",1876,1933,Colombia,,1909-1927; 1928-1933,Jean Paul Laurens,"1919, 1922 (bronze medal), 1926, 1931 Société Nationale des Beaux-Arts<br />  1923 Inaugural exhibition at the Maison de L'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1924, 1925, 1927 (Un cadre de plaquettes et médailles, Un cadre de médaillons et plaquettes), 1928 (Général José-Maria Cordoba statue platre, inaugurated Medellin, Colombia, Un cadre plaquettes et mé'dailles, gravure), 1929 (Solitude pour le monument au poète José Asunción Silva, platre statue (illustrated on p. 215 of Salon catalogue), 1930 (Solitude douloureuse, pour le monument au poète José Asunción Silva, marble statue, nominated for gold medal,  un cadre de plaquettes) Société des Artistes Français<br /> 1928 Legion of Honor?","Bourdelle, Maillol",yes (from Cuba),sculptor,"Colombia, 1924 Exposition d'Art Américain-Latin, Salon des Artistes Français, Société Nationale des Beaux Arts, Legion of Honor",NA,"117, rue N.-D.-des-Champs (Vie)-shared studio with Rendon Seminario and Toledo Piza?",2.33454,48.8408
"Toledo Piza, Domingos Viegas",1887,1945,Brazil,,c. 1919-1936,Académie de la Grand Chaumière (with Ménard and Simon),"1919-1936 every year at Salon d'Automne<br /> 1921, 1923, 1924, 1925, 1927, 1928 Salon des Indépendants<br /> 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1931, 1932, 1934, 1935 Salon des Tuileries<br />  1923 Maison de L'Amérique Latine<br /> 1924 (Mar. 15-Apr. 15) Exposition d'Art Américain-Latin, Musée Galliera<br /> 1926 (Nov. 16-30) Galerie Carmine<br /> 1926 Salón du France Musée Galliera organized by Paris Midi newspaper (one landscape)<br /> 1929 exhibition (spring)",NA,NA,sells Paysage in 1926 for 600f,"Brazil, 1924 Exposition d'Art Américain-Latin, Salon d'Automne, Salon des Indépendants, Salon des Tuileries",NA,"117, rue N.-D.-des-Champs (Vie)-shared studio with Rendon Seminario and Tobón Mejia?",2.33454,48.8408
"Toro, José de",NA,NA,Argentina,,ca. 1931-1934,NA,"1931, 1932, 1934 Salon des Indépendants",NA,NA,NA,"Argentina, Salon des Indépendants",NA,"7, rue Baron-Bigot, Monville (Seinne-Inférieure)",1.0748865,49.5475095
"Torre, Macedonio de la",1893,1981,Peru,,1927-1930,Académie de la Grand Chaumière (with Bourdelle),"1928 Salon d’Automne<br /> 1929, 1930, 1931, 1932, 1933 Salon des Indépendants",NA,yes,NA,"Salon d'Automne, Peru",NA,"228, rue de Vaugirard",2.3045889,48.8406462
"Torres, José J.",NA,NA,Mexico,,ca. 1912-1930,NA,NA,NA,NA,classical style; specialized in portraits,Mexico,NA,NA,NA,NA
"Torres-García, Augusto",1913,1992,Uruguay,,1926-1932,"Julio Gonzalez, Amédée Ozenfant",1930 (Mar.) Galerie 23 with Olympia and Iphigénie Torres-García,NA,NA,sculptor,Uruguay,NA,NA,NA,NA
"Torres-García, Joaquín",1874,1949,Uruguay,,1926 (Sept.)-1932 (Dec.),NA,"1926 Salon d'Automne<br /> 1926 (Jun. 7-20) Exposition Torrès Garcia, Galerie A.-G. Fabre, 20, rue de Miromesnil<br /> 1927 (May 16-18) Galerie d’art de Montparnasse<br /> 1927 (Jun. 16-30) J. Torres-García-Quelques Peintures, Galerie Carmine (catalogue by Joseph Milbaur)<br /> 1928 (Dec. 1-6) Quelques peintures récentes et retrospective de Torrès-Garcia, Galerie Zak (catalogue by Waldemar George)<br /> 1928 Nov. (3-15 or 30) Cinq refusés par le Jury du Salon d’Automne, Galerie Marck group<br /> 1928, 1930 Salon des Independents<br /> 1929 (Jul. 13-Aug. 2) Exposition d'Art abstrait, Editions Bonaparte, 12, rue Bonaparte (group show)<br /> 1930 Co-founder with Michel Seuphor, Cercle et Carré<br /> 1930 (Apr. 11-24) Première Exposition du Groupe Latino-Américain, Galerie Zak (intro by Hugo Barbagelata)<br /> 1930 (Apr. 18-May 1) Première Exposition internationale du Groupe Cercle et Carré, Galerie 23<br /> 1929, 1930, 1931, 1932 (after leaving Paris) Salon des Surindépendents, Parc des Expositions, Porte de Versailles)<br /> 1930 (Dec. 2-14) Huit artistes du Rio de la Plata, Galerie Castelucho-Diana, 16, rue de la Grande Chaumière<br /> 1931 (Jan. 30-Feb. 14) Peintures de Torrès-Garcia, Galerie Jeanne Bucher, 5, rue du Cherche-Midi (Waldemar George-intro.)<br /> 1931 (Jun. 26-Jul. 9) Casa de Catalunya, Galerie Billiet (group show)<br /> 1931 (Oct. 14-31) Quelques oeuvres récentes, Galeries Georges Petit (group show)<br /> 1931 (Nov. 30-Dec. 12) Galerie Percier<br /> 1931 (Dec. 2-16) Galerie Jean Charpentier<br /> 1932 (Feb. 26-Mar. 12) Groupe d'artistes Studio de la Librairie de l'Opéra<br /> 1932 (Mar. 1-12) Galerie Jeanne Bucher (group show)<br /> 1932 (Mar. 4-18) Galerie Pierre<br /> 1932 (Jun. 27-Jul. 10) Troisième Exposition du Groupe Latino-Américain, Galerie Zak","Mondrian, Van Doesburg, Juan Gris, Lipchitz, Hélion, Picasso, Arp, Colson, Cueto, Vantongerloo, Ozenfant, Brancusi, Xcéron, Duchamp,",NA,sells Rue et passants for 460f in Paris in 1938,"Uruguay, Salon d'Automne, Salon des Indépendants, 1930 Exposition du Groupe Latino-Américain, Galerie Zak",NA,"50, rue Pierre-Larousse (1926)",2.3136843,48.8293712
"Torres-García, Joaquín",1874,1949,Uruguay,,1926 (Sept.)-1932 (Dec.),NA,"1926 Salon d'Automne<br /> 1926 (Jun. 7-20) Exposition Torrès Garcia, Galerie A.-G. Fabre, 20, rue de Miromesnil<br /> 1927 (May 16-18) Galerie d’art de Montparnasse<br /> 1927 (Jun. 16-30) J. Torres-García-Quelques Peintures, Galerie Carmine (catalogue by Joseph Milbaur)<br /> 1928 (Dec. 1-6) Quelques peintures récentes et retrospective de Torrès-Garcia, Galerie Zak (catalogue by Waldemar George)<br /> 1928 Nov. (3-15 or 30) Cinq refusés par le Jury du Salon d’Automne, Galerie Marck group<br /> 1928, 1930 Salon des Independents<br /> 1929 (Jul. 13-Aug. 2) Exposition d'Art abstrait, Editions Bonaparte, 12, rue Bonaparte (group show)<br /> 1930 Co-founder with Michel Seuphor, Cercle et Carré<br /> 1930 (Apr. 11-24) Première Exposition du Groupe Latino-Américain, Galerie Zak (intro by Hugo Barbagelata)<br /> 1930 (Apr. 18-May 1) Première Exposition internationale du Groupe Cercle et Carré, Galerie 23<br /> 1929, 1930, 1931, 1932 (after leaving Paris) Salon des Surindépendents, Parc des Expositions, Porte de Versailles)<br /> 1930 (Dec. 2-14) Huit artistes du Rio de la Plata, Galerie Castelucho-Diana, 16, rue de la Grande Chaumière<br /> 1931 (Jan. 30-Feb. 14) Peintures de Torrès-Garcia, Galerie Jeanne Bucher, 5, rue du Cherche-Midi (Waldemar George-intro.)<br /> 1931 (Jun. 26-Jul. 9) Casa de Catalunya, Galerie Billiet (group show)<br /> 1931 (Oct. 14-31) Quelques oeuvres récentes, Galeries Georges Petit (group show)<br /> 1931 (Nov. 30-Dec. 12) Galerie Percier<br /> 1931 (Dec. 2-16) Galerie Jean Charpentier<br /> 1932 (Feb. 26-Mar. 12) Groupe d'artistes Studio de la Librairie de l'Opéra<br /> 1932 (Mar. 1-12) Galerie Jeanne Bucher (group show)<br /> 1932 (Mar. 4-18) Galerie Pierre<br /> 1932 (Jun. 27-Jul. 10) Troisième Exposition du Groupe Latino-Américain, Galerie Zak","Mondrian, Van Doesburg, Juan Gris, Lipchitz, Hélion, Picasso, Arp, Colson, Cueto, Vantongerloo, Ozenfant, Brancusi, Xcéron, Duchamp,",NA,sells Rue et passants for 460f in Paris in 1938,"Uruguay, Salon d'Automne, Salon des Indépendants, 1930 Exposition du Groupe Latino-Américain, Galerie Zak",NA,"3, rue Marcel Semblat XVIIIe",2.3375046,48.8989622
"Vacanti, Cecilia",NA,NA,Brazil,,ca. 1939,NA,NA,NA,NA,NA,"Brazil, female",NA,NA,NA,NA
"Valenzuela Llanos, Alberto",1869,1925,Chile,,1901-1905; 1921-ca. 1922; 1924,NA,"ca. 1922 Galerie J. Allard (32 paintings)<br />  1923, 1924, 1925 (Landscape, Portrait of his Wife sent from Chile) Salon des Artistes Français<br /> 1924 Galerie Georges Petit (60 paintings)<br /> Musée de Luxembourg bought Romeros en Flor<br />  Legion of Honor from the French government",NA,NA,member of Sociedad de Artistas Franceses; primarily an impressionist,"Salon des Artistes Français, Chile, Legion of Honor",NA,NA,NA,NA
"Vargas Rosas, Luis",1897,1977,Chile,,1919-1923; ca. 1925-1937,"Académie de la Grand Chaumière, Atélier 17 de Bill Hayter","1921 Salon d'Automne<br /> 1928, 1929, 1930 Salon des Tuileries<br /> 1937 Quatre-Chemins with Atelier 17 group",Abstraction-Creation,NA,"Grupo de Montparnasse; primarily a still life painter; included in Fraternity, book printed by Atelier 17 in March 1939","Chile, Salon d'Automne, Salon des Tuileries",NA,"161, boulevard Montparnasse",2.335148,48.840369
"Veiga Guiguand, Alberto da",1896,1962,Brazil,,ca. 1928,NA,"1927, 1928 Salon d'Autonme",NA,NA,NA,"Brazil, Salon d'Automne",NA,NA,NA,NA
"Veiga, Regina",1890,1968,Brazil,,ca. 1927,M. O.-D.-V. Guillonnet,1927 Société des Artistes Français (L’église San Antonio (Rio de Janeiro)),NA,NA,NA,"Brazil, female, Salon des Artistes Français",NA,"14, ave. Charles-Floquet",2.2947636,48.8556065
"Velázquez de Cueto, Lola",1897,1978,Mexico,,1927-1932,NA,"1929 (Feb. 6-19) Tapisseries Mexicaines de Lola Velasquez Cueto, Salle de la Renaissance, 11, rue Royale<br /> 1930 (Apr. 11-24 Première exposition du groupe latino-americain de Paris, Galerie Zak",NA,NA,tapestry,"Mexico, female, 1924 Exposition d'Art Américain-Latin, Galerie Zak",NA,rue de la Gaité,2.323541,48.8396541
"Velázquez de Cueto, Lola",1897,1978,Mexico,,1927-1932,NA,"1929 (Feb. 6-19) Tapisseries Mexicaines de Lola Velasquez Cueto, Salle de la Renaissance, 11, rue Royale<br /> 1930 (Apr. 11-24 Première exposition du groupe latino-americain de Paris, Galerie Zak",NA,NA,tapestry,"Mexico, female, 1924 Exposition d'Art Américain-Latin, Galerie Zak",NA,rue des Plantes,NA,NA
"Vélez, Eladio",1897,1967,Colombia,,1927 (1 month); 1929-1931,Académie Julian; Académie Colarossi,"1930 (Apr. 30-Jun. 30) Salon de la société des Artistes Français (Tête d’enfant, bronze bust)",NA,NA,worked as assistant to Tobon Mejía,"Salon des Artistes Français, Colombia, Académie Julian, Académie Colarossi",NA,"12, rue de la Harpe",2.3445201,48.8527385
